Report Date,Trading Date,Ticker,P/D Calc,P/D Display,P/D Result,P/D Year,P/D Quarter
3/17/2022,2/24/2021,AZBJ,0.024922,0.02,Premium,2021,Q1-2021
3/17/2022,2/25/2021,AZBJ,0.1034,0.1,Premium,2021,Q1-2021
3/17/2022,2/26/2021,AZBJ,-0.085892,-0.09,Discount,2021,Q1-2021
3/17/2022,3/1/2021,AZBJ,0.070079,0.07,Premium,2021,Q1-2021
3/17/2022,3/2/2021,AZBJ,0.025766,0.03,Premium,2021,Q1-2021
3/17/2022,3/3/2021,AZBJ,0.098076,0.1,Premium,2021,Q1-2021
3/17/2022,3/4/2021,AZBJ,-2.102584,-2.1,Discount,2021,Q1-2021
3/17/2022,3/5/2021,AZBJ,-1.737375,-1.74,Discount,2021,Q1-2021
3/17/2022,3/8/2021,AZBJ,-0.002382,0,NAV,2021,Q1-2021
3/17/2022,3/9/2021,AZBJ,0.142641,0.14,Premium,2021,Q1-2021
3/17/2022,3/10/2021,AZBJ,-0.152882,-0.15,Discount,2021,Q1-2021
3/17/2022,3/11/2021,AZBJ,0.047708,0.05,Premium,2021,Q1-2021
3/17/2022,3/12/2021,AZBJ,-0.102439,-0.1,Discount,2021,Q1-2021
3/17/2022,3/15/2021,AZBJ,-0.058615,-0.06,Discount,2021,Q1-2021
3/17/2022,3/16/2021,AZBJ,-0.118364,-0.12,Discount,2021,Q1-2021
3/17/2022,3/17/2021,AZBJ,0.072573,0.07,Premium,2021,Q1-2021
3/17/2022,3/18/2021,AZBJ,-0.039378,-0.04,Discount,2021,Q1-2021
3/17/2022,3/19/2021,AZBJ,0.094634,0.09,Premium,2021,Q1-2021
3/17/2022,3/22/2021,AZBJ,-0.070243,-0.07,Discount,2021,Q1-2021
3/17/2022,3/23/2021,AZBJ,-0.134393,-0.13,Discount,2021,Q1-2021
3/17/2022,3/24/2021,AZBJ,0.221042,0.22,Premium,2021,Q1-2021
3/17/2022,3/25/2021,AZBJ,0.084808,0.08,Premium,2021,Q1-2021
3/17/2022,3/26/2021,AZBJ,0.417635,0.42,Premium,2021,Q1-2021
3/17/2022,3/29/2021,AZBJ,0.026984,0.03,Premium,2021,Q1-2021
3/17/2022,3/30/2021,AZBJ,-0.163162,-0.16,Discount,2021,Q1-2021
3/17/2022,3/31/2021,AZBJ,0.192175,0.19,Premium,2021,Q1-2021
3/17/2022,4/1/2021,AZBJ,-0.159138,-0.16,Discount,2021,Q2-2021
3/17/2022,4/5/2021,AZBJ,0.029506,0.03,Premium,2021,Q2-2021
3/17/2022,4/6/2021,AZBJ,0.071854,0.07,Premium,2021,Q2-2021
3/17/2022,4/7/2021,AZBJ,-0.012418,-0.01,Discount,2021,Q2-2021
3/17/2022,4/8/2021,AZBJ,-0.000388,0,NAV,2021,Q2-2021
3/17/2022,4/9/2021,AZBJ,0.14759,0.15,Premium,2021,Q2-2021
3/17/2022,4/12/2021,AZBJ,-0.029032,-0.03,Discount,2021,Q2-2021
3/17/2022,4/13/2021,AZBJ,0.043332,0.04,Premium,2021,Q2-2021
3/17/2022,4/14/2021,AZBJ,0.04492,0.04,Premium,2021,Q2-2021
3/17/2022,4/15/2021,AZBJ,0.268864,0.27,Premium,2021,Q2-2021
3/17/2022,4/16/2021,AZBJ,0.195203,0.2,Premium,2021,Q2-2021
3/17/2022,4/19/2021,AZBJ,0.025509,0.03,Premium,2021,Q2-2021
3/17/2022,4/20/2021,AZBJ,0.097118,0.1,Premium,2021,Q2-2021
3/17/2022,4/21/2021,AZBJ,0.151865,0.15,Premium,2021,Q2-2021
3/17/2022,4/22/2021,AZBJ,0.131753,0.13,Premium,2021,Q2-2021
3/17/2022,4/23/2021,AZBJ,0.121342,0.12,Premium,2021,Q2-2021
3/17/2022,4/26/2021,AZBJ,0.072239,0.07,Premium,2021,Q2-2021
3/17/2022,4/27/2021,AZBJ,0.061767,0.06,Premium,2021,Q2-2021
3/17/2022,4/28/2021,AZBJ,0.158755,0.16,Premium,2021,Q2-2021
3/17/2022,4/29/2021,AZBJ,-0.006176,-0.01,Discount,2021,Q2-2021
3/17/2022,4/30/2021,AZBJ,0.079198,0.08,Premium,2021,Q2-2021
3/17/2022,5/3/2021,AZBJ,0.121676,0.12,Premium,2021,Q2-2021
3/17/2022,5/4/2021,AZBJ,0.109815,0.11,Premium,2021,Q2-2021
3/17/2022,5/5/2021,AZBJ,0.148425,0.15,Premium,2021,Q2-2021
3/17/2022,5/6/2021,AZBJ,0.059016,0.06,Premium,2021,Q2-2021
3/17/2022,5/7/2021,AZBJ,0.111689,0.11,Premium,2021,Q2-2021
3/17/2022,5/10/2021,AZBJ,0.162192,0.16,Premium,2021,Q2-2021
3/17/2022,5/11/2021,AZBJ,0.201915,0.2,Premium,2021,Q2-2021
3/17/2022,5/12/2021,AZBJ,-0.013644,-0.01,Discount,2021,Q2-2021
3/17/2022,5/13/2021,AZBJ,0.253111,0.25,Premium,2021,Q2-2021
3/17/2022,5/14/2021,AZBJ,0.201121,0.2,Premium,2021,Q2-2021
3/17/2022,5/17/2021,AZBJ,0.189427,0.19,Premium,2021,Q2-2021
3/17/2022,5/18/2021,AZBJ,0.359369,0.36,Premium,2021,Q2-2021
3/17/2022,5/19/2021,AZBJ,0.098958,0.1,Premium,2021,Q2-2021
3/17/2022,5/20/2021,AZBJ,0.337036,0.34,Premium,2021,Q2-2021
3/17/2022,5/21/2021,AZBJ,0.093578,0.09,Premium,2021,Q2-2021
3/17/2022,5/24/2021,AZBJ,0.15577,0.16,Premium,2021,Q2-2021
3/17/2022,5/25/2021,AZBJ,0.210808,0.21,Premium,2021,Q2-2021
3/17/2022,5/26/2021,AZBJ,-0.064723,-0.06,Discount,2021,Q2-2021
3/17/2022,5/27/2021,AZBJ,-0.008459,-0.01,Discount,2021,Q2-2021
3/17/2022,5/28/2021,AZBJ,0.187756,0.19,Premium,2021,Q2-2021
3/17/2022,6/1/2021,AZBJ,0.148982,0.15,Premium,2021,Q2-2021
3/17/2022,6/2/2021,AZBJ,0.120098,0.12,Premium,2021,Q2-2021
3/17/2022,6/3/2021,AZBJ,0.096321,0.1,Premium,2021,Q2-2021
3/17/2022,6/4/2021,AZBJ,-0.002304,0,NAV,2021,Q2-2021
3/17/2022,6/7/2021,AZBJ,0.108371,0.11,Premium,2021,Q2-2021
3/17/2022,6/8/2021,AZBJ,0.09031,0.09,Premium,2021,Q2-2021
3/17/2022,6/9/2021,AZBJ,0.027677,0.03,Premium,2021,Q2-2021
3/17/2022,6/10/2021,AZBJ,0.059095,0.06,Premium,2021,Q2-2021
3/17/2022,6/11/2021,AZBJ,0.065195,0.07,Premium,2021,Q2-2021
3/17/2022,6/14/2021,AZBJ,-0.04442,-0.04,Discount,2021,Q2-2021
3/17/2022,6/15/2021,AZBJ,0.304733,0.3,Premium,2021,Q2-2021
3/17/2022,6/16/2021,AZBJ,0.10675,0.11,Premium,2021,Q2-2021
3/17/2022,6/17/2021,AZBJ,0.089817,0.09,Premium,2021,Q2-2021
3/17/2022,6/18/2021,AZBJ,0.077012,0.08,Premium,2021,Q2-2021
3/17/2022,6/21/2021,AZBJ,0.056434,0.06,Premium,2021,Q2-2021
3/17/2022,6/22/2021,AZBJ,0.027589,0.03,Premium,2021,Q2-2021
3/17/2022,6/23/2021,AZBJ,0.081583,0.08,Premium,2021,Q2-2021
3/17/2022,6/24/2021,AZBJ,0.290425,0.29,Premium,2021,Q2-2021
3/17/2022,6/25/2021,AZBJ,0.123529,0.12,Premium,2021,Q2-2021
3/17/2022,6/28/2021,AZBJ,0.147602,0.15,Premium,2021,Q2-2021
3/17/2022,6/29/2021,AZBJ,-0.042424,-0.04,Discount,2021,Q2-2021
3/17/2022,6/30/2021,AZBJ,0.101649,0.1,Premium,2021,Q2-2021
3/17/2022,7/1/2021,AZBJ,0.155879,0.16,Premium,2021,Q3-2021
3/17/2022,7/2/2021,AZBJ,0.118685,0.12,Premium,2021,Q3-2021
3/17/2022,7/6/2021,AZBJ,0.173417,0.17,Premium,2021,Q3-2021
3/17/2022,7/7/2021,AZBJ,0.098901,0.1,Premium,2021,Q3-2021
3/17/2022,7/8/2021,AZBJ,0.139587,0.14,Premium,2021,Q3-2021
3/17/2022,7/9/2021,AZBJ,0.204991,0.2,Premium,2021,Q3-2021
3/17/2022,7/12/2021,AZBJ,0.041954,0.04,Premium,2021,Q3-2021
3/17/2022,7/13/2021,AZBJ,0.041998,0.04,Premium,2021,Q3-2021
3/17/2022,7/14/2021,AZBJ,0.107946,0.11,Premium,2021,Q3-2021
3/17/2022,7/15/2021,AZBJ,0.07285,0.07,Premium,2021,Q3-2021
3/17/2022,7/16/2021,AZBJ,0.15176,0.15,Premium,2021,Q3-2021
3/17/2022,7/19/2021,AZBJ,0.252792,0.25,Premium,2021,Q3-2021
3/17/2022,7/20/2021,AZBJ,-0.02563,-0.03,Discount,2021,Q3-2021
3/17/2022,7/21/2021,AZBJ,0.074077,0.07,Premium,2021,Q3-2021
3/17/2022,7/22/2021,AZBJ,0.127953,0.13,Premium,2021,Q3-2021
3/17/2022,7/23/2021,AZBJ,0.009147,0.01,Premium,2021,Q3-2021
3/17/2022,7/26/2021,AZBJ,0.153261,0.15,Premium,2021,Q3-2021
3/17/2022,7/27/2021,AZBJ,0.051122,0.05,Premium,2021,Q3-2021
3/17/2022,7/28/2021,AZBJ,-0.11964,-0.12,Discount,2021,Q3-2021
3/17/2022,7/29/2021,AZBJ,0.096327,0.1,Premium,2021,Q3-2021
3/17/2022,7/30/2021,AZBJ,0.228064,0.23,Premium,2021,Q3-2021
3/17/2022,8/2/2021,AZBJ,0.105294,0.11,Premium,2021,Q3-2021
3/17/2022,8/3/2021,AZBJ,0.175445,0.18,Premium,2021,Q3-2021
3/17/2022,8/4/2021,AZBJ,0.03965,0.04,Premium,2021,Q3-2021
3/17/2022,8/5/2021,AZBJ,0.140254,0.14,Premium,2021,Q3-2021
3/17/2022,8/6/2021,AZBJ,0.050645,0.05,Premium,2021,Q3-2021
3/17/2022,8/9/2021,AZBJ,0.045303,0.05,Premium,2021,Q3-2021
3/17/2022,8/10/2021,AZBJ,0.095528,0.1,Premium,2021,Q3-2021
3/17/2022,8/11/2021,AZBJ,0.257549,0.26,Premium,2021,Q3-2021
3/17/2022,8/12/2021,AZBJ,-0.041451,-0.04,Discount,2021,Q3-2021
3/17/2022,8/13/2021,AZBJ,0.015577,0.02,Premium,2021,Q3-2021
3/17/2022,8/16/2021,AZBJ,0.176368,0.18,Premium,2021,Q3-2021
3/17/2022,8/17/2021,AZBJ,-0.031543,-0.03,Discount,2021,Q3-2021
3/17/2022,8/18/2021,AZBJ,0.381917,0.38,Premium,2021,Q3-2021
3/17/2022,8/19/2021,AZBJ,0.175894,0.18,Premium,2021,Q3-2021
3/17/2022,8/20/2021,AZBJ,0.044151,0.04,Premium,2021,Q3-2021
3/17/2022,8/23/2021,AZBJ,0.105293,0.11,Premium,2021,Q3-2021
3/17/2022,8/24/2021,AZBJ,0.080946,0.08,Premium,2021,Q3-2021
3/17/2022,8/25/2021,AZBJ,0.113977,0.11,Premium,2021,Q3-2021
3/17/2022,8/26/2021,AZBJ,-0.015578,-0.02,Discount,2021,Q3-2021
3/17/2022,8/27/2021,AZBJ,0.154112,0.15,Premium,2021,Q3-2021
3/17/2022,8/30/2021,AZBJ,0.106234,0.11,Premium,2021,Q3-2021
3/17/2022,8/31/2021,AZBJ,0.119954,0.12,Premium,2021,Q3-2021
3/17/2022,9/1/2021,AZBJ,0.118054,0.12,Premium,2021,Q3-2021
3/17/2022,9/2/2021,AZBJ,0.029962,0.03,Premium,2021,Q3-2021
3/17/2022,9/3/2021,AZBJ,0.123684,0.12,Premium,2021,Q3-2021
3/17/2022,9/7/2021,AZBJ,-0.062153,-0.06,Discount,2021,Q3-2021
3/17/2022,9/8/2021,AZBJ,0.240737,0.24,Premium,2021,Q3-2021
3/17/2022,9/9/2021,AZBJ,0.130322,0.13,Premium,2021,Q3-2021
3/17/2022,9/10/2021,AZBJ,0.095075,0.1,Premium,2021,Q3-2021
3/17/2022,9/13/2021,AZBJ,0.024693,0.02,Premium,2021,Q3-2021
3/17/2022,9/14/2021,AZBJ,0.041439,0.04,Premium,2021,Q3-2021
3/17/2022,9/15/2021,AZBJ,0.047832,0.05,Premium,2021,Q3-2021
3/17/2022,9/16/2021,AZBJ,0.1104,0.11,Premium,2021,Q3-2021
3/17/2022,9/17/2021,AZBJ,0.144616,0.14,Premium,2021,Q3-2021
3/17/2022,9/20/2021,AZBJ,0.200266,0.2,Premium,2021,Q3-2021
3/17/2022,9/21/2021,AZBJ,0.125084,0.13,Premium,2021,Q3-2021
3/17/2022,9/22/2021,AZBJ,0.123346,0.12,Premium,2021,Q3-2021
3/17/2022,9/23/2021,AZBJ,0.162343,0.16,Premium,2021,Q3-2021
3/17/2022,9/24/2021,AZBJ,-0.145642,-0.15,Discount,2021,Q3-2021
3/17/2022,9/27/2021,AZBJ,0.325476,0.33,Premium,2021,Q3-2021
3/17/2022,9/28/2021,AZBJ,0.240934,0.24,Premium,2021,Q3-2021
3/17/2022,9/29/2021,AZBJ,0.039574,0.04,Premium,2021,Q3-2021
3/17/2022,9/30/2021,AZBJ,0.151765,0.15,Premium,2021,Q3-2021
3/17/2022,10/1/2021,AZBJ,0.093251,0.09,Premium,2021,Q4-2021
3/17/2022,10/4/2021,AZBJ,0.026309,0.03,Premium,2021,Q4-2021
3/17/2022,10/5/2021,AZBJ,0.098577,0.1,Premium,2021,Q4-2021
3/17/2022,10/6/2021,AZBJ,0.09319,0.09,Premium,2021,Q4-2021
3/17/2022,10/7/2021,AZBJ,0.086222,0.09,Premium,2021,Q4-2021
3/17/2022,10/8/2021,AZBJ,0.077089,0.08,Premium,2021,Q4-2021
3/17/2022,10/11/2021,AZBJ,0.193961,0.19,Premium,2021,Q4-2021
3/17/2022,10/12/2021,AZBJ,0.167679,0.17,Premium,2021,Q4-2021
3/17/2022,10/13/2021,AZBJ,0.041392,0.04,Premium,2021,Q4-2021
3/17/2022,10/14/2021,AZBJ,-0.024232,-0.02,Discount,2021,Q4-2021
3/17/2022,10/15/2021,AZBJ,0.124473,0.12,Premium,2021,Q4-2021
3/17/2022,10/18/2021,AZBJ,0.217291,0.22,Premium,2021,Q4-2021
3/17/2022,10/19/2021,AZBJ,-0.003779,0,NAV,2021,Q4-2021
3/17/2022,10/20/2021,AZBJ,0.100875,0.1,Premium,2021,Q4-2021
3/17/2022,10/21/2021,AZBJ,0.085442,0.09,Premium,2021,Q4-2021
3/17/2022,10/22/2021,AZBJ,0.108542,0.11,Premium,2021,Q4-2021
3/17/2022,10/25/2021,AZBJ,0.088448,0.09,Premium,2021,Q4-2021
3/17/2022,10/26/2021,AZBJ,0.082397,0.08,Premium,2021,Q4-2021
3/17/2022,10/27/2021,AZBJ,0.048371,0.05,Premium,2021,Q4-2021
3/17/2022,10/28/2021,AZBJ,0.168175,0.17,Premium,2021,Q4-2021
3/17/2022,10/29/2021,AZBJ,0.095583,0.1,Premium,2021,Q4-2021
3/17/2022,11/1/2021,AZBJ,0.017366,0.02,Premium,2021,Q4-2021
3/17/2022,11/2/2021,AZBJ,0.130614,0.13,Premium,2021,Q4-2021
3/17/2022,11/3/2021,AZBJ,0.062235,0.06,Premium,2021,Q4-2021
3/17/2022,11/4/2021,AZBJ,0.123744,0.12,Premium,2021,Q4-2021
3/17/2022,11/5/2021,AZBJ,0.111306,0.11,Premium,2021,Q4-2021
3/17/2022,11/8/2021,AZBJ,0.172798,0.17,Premium,2021,Q4-2021
3/17/2022,11/9/2021,AZBJ,0.086408,0.09,Premium,2021,Q4-2021
3/17/2022,11/10/2021,AZBJ,0.147248,0.15,Premium,2021,Q4-2021
3/17/2022,11/11/2021,AZBJ,0.044892,0.04,Premium,2021,Q4-2021
3/17/2022,11/12/2021,AZBJ,0.081815,0.08,Premium,2021,Q4-2021
3/17/2022,11/15/2021,AZBJ,0.194582,0.19,Premium,2021,Q4-2021
3/17/2022,11/16/2021,AZBJ,0.049365,0.05,Premium,2021,Q4-2021
3/17/2022,11/17/2021,AZBJ,0.194241,0.19,Premium,2021,Q4-2021
3/17/2022,11/18/2021,AZBJ,0.11994,0.12,Premium,2021,Q4-2021
3/17/2022,11/19/2021,AZBJ,0.138069,0.14,Premium,2021,Q4-2021
3/17/2022,11/22/2021,AZBJ,0.036595,0.04,Premium,2021,Q4-2021
3/17/2022,11/23/2021,AZBJ,0.088247,0.09,Premium,2021,Q4-2021
3/17/2022,11/24/2021,AZBJ,0.071251,0.07,Premium,2021,Q4-2021
3/17/2022,11/26/2021,AZBJ,0.190009,0.19,Premium,2021,Q4-2021
3/17/2022,11/29/2021,AZBJ,0.180465,0.18,Premium,2021,Q4-2021
3/17/2022,11/30/2021,AZBJ,0.082379,0.08,Premium,2021,Q4-2021
3/17/2022,12/1/2021,AZBJ,0.158194,0.16,Premium,2021,Q4-2021
3/17/2022,12/2/2021,AZBJ,0.022661,0.02,Premium,2021,Q4-2021
3/17/2022,12/3/2021,AZBJ,0.095318,0.1,Premium,2021,Q4-2021
3/17/2022,12/6/2021,AZBJ,0.091421,0.09,Premium,2021,Q4-2021
3/17/2022,12/7/2021,AZBJ,-0.010934,-0.01,Discount,2021,Q4-2021
3/17/2022,12/8/2021,AZBJ,0.225858,0.23,Premium,2021,Q4-2021
3/17/2022,12/9/2021,AZBJ,0.109368,0.11,Premium,2021,Q4-2021
3/17/2022,12/10/2021,AZBJ,0.124071,0.12,Premium,2021,Q4-2021
3/17/2022,12/13/2021,AZBJ,0.023362,0.02,Premium,2021,Q4-2021
3/17/2022,12/14/2021,AZBJ,0.086655,0.09,Premium,2021,Q4-2021
3/17/2022,12/15/2021,AZBJ,-0.089955,-0.09,Discount,2021,Q4-2021
3/17/2022,12/16/2021,AZBJ,0.169492,0.17,Premium,2021,Q4-2021
3/17/2022,12/17/2021,AZBJ,-0.12482,-0.12,Discount,2021,Q4-2021
3/17/2022,12/20/2021,AZBJ,-0.127935,-0.13,Discount,2021,Q4-2021
3/17/2022,12/21/2021,AZBJ,0.085508,0.09,Premium,2021,Q4-2021
3/17/2022,12/22/2021,AZBJ,-0.06025,-0.06,Discount,2021,Q4-2021
3/17/2022,12/23/2021,AZBJ,0.106941,0.11,Premium,2021,Q4-2021
3/17/2022,12/27/2021,AZBJ,0.159683,0.16,Premium,2021,Q4-2021
3/17/2022,12/28/2021,AZBJ,-0.152485,-0.15,Discount,2021,Q4-2021
3/17/2022,12/29/2021,AZBJ,0.181168,0.18,Premium,2021,Q4-2021
3/17/2022,12/30/2021,AZBJ,0.114104,0.11,Premium,2021,Q4-2021
3/17/2022,12/31/2021,AZBJ,0.222969,0.22,Premium,2021,Q4-2021
3/17/2022,7/1/2020,AZBL,0.05713,0.06,Premium,2020,Q3-2020
3/17/2022,7/2/2020,AZBL,0.176431,0.18,Premium,2020,Q3-2020
3/17/2022,7/6/2020,AZBL,0.26289,0.26,Premium,2020,Q3-2020
3/17/2022,7/7/2020,AZBL,0.091869,0.09,Premium,2020,Q3-2020
3/17/2022,7/8/2020,AZBL,0.065437,0.07,Premium,2020,Q3-2020
3/17/2022,7/9/2020,AZBL,0.100178,0.1,Premium,2020,Q3-2020
3/17/2022,7/10/2020,AZBL,0.027305,0.03,Premium,2020,Q3-2020
3/17/2022,7/13/2020,AZBL,1.286101,1.29,Premium,2020,Q3-2020
3/17/2022,7/14/2020,AZBL,0.383119,0.38,Premium,2020,Q3-2020
3/17/2022,7/15/2020,AZBL,0.126758,0.13,Premium,2020,Q3-2020
3/17/2022,7/16/2020,AZBL,0.176292,0.18,Premium,2020,Q3-2020
3/17/2022,7/17/2020,AZBL,0.02284,0.02,Premium,2020,Q3-2020
3/17/2022,7/20/2020,AZBL,0.082421,0.08,Premium,2020,Q3-2020
3/17/2022,7/21/2020,AZBL,0.365714,0.37,Premium,2020,Q3-2020
3/17/2022,7/22/2020,AZBL,0.085004,0.09,Premium,2020,Q3-2020
3/17/2022,7/23/2020,AZBL,0.158326,0.16,Premium,2020,Q3-2020
3/17/2022,7/24/2020,AZBL,0.04538,0.05,Premium,2020,Q3-2020
3/17/2022,7/27/2020,AZBL,0.055444,0.06,Premium,2020,Q3-2020
3/17/2022,7/28/2020,AZBL,0.079227,0.08,Premium,2020,Q3-2020
3/17/2022,7/29/2020,AZBL,0.173137,0.17,Premium,2020,Q3-2020
3/17/2022,7/30/2020,AZBL,-0.156873,-0.16,Discount,2020,Q3-2020
3/17/2022,7/31/2020,AZBL,-0.031378,-0.03,Discount,2020,Q3-2020
3/17/2022,8/3/2020,AZBL,0.109208,0.11,Premium,2020,Q3-2020
3/17/2022,8/4/2020,AZBL,0.136878,0.14,Premium,2020,Q3-2020
3/17/2022,8/5/2020,AZBL,0.251116,0.25,Premium,2020,Q3-2020
3/17/2022,8/6/2020,AZBL,0.169896,0.17,Premium,2020,Q3-2020
3/17/2022,8/7/2020,AZBL,0.088743,0.09,Premium,2020,Q3-2020
3/17/2022,8/10/2020,AZBL,0.41349,0.41,Premium,2020,Q3-2020
3/17/2022,8/11/2020,AZBL,0.25878,0.26,Premium,2020,Q3-2020
3/17/2022,8/12/2020,AZBL,0.266808,0.27,Premium,2020,Q3-2020
3/17/2022,8/13/2020,AZBL,0.389735,0.39,Premium,2020,Q3-2020
3/17/2022,8/14/2020,AZBL,0.276183,0.28,Premium,2020,Q3-2020
3/17/2022,8/17/2020,AZBL,0.060596,0.06,Premium,2020,Q3-2020
3/17/2022,8/18/2020,AZBL,-0.000388,0,NAV,2020,Q3-2020
3/17/2022,8/19/2020,AZBL,0.251406,0.25,Premium,2020,Q3-2020
3/17/2022,8/20/2020,AZBL,0.044635,0.04,Premium,2020,Q3-2020
3/17/2022,8/21/2020,AZBL,0.090392,0.09,Premium,2020,Q3-2020
3/17/2022,8/24/2020,AZBL,0.109857,0.11,Premium,2020,Q3-2020
3/17/2022,8/25/2020,AZBL,0.209584,0.21,Premium,2020,Q3-2020
3/17/2022,8/26/2020,AZBL,0.279391,0.28,Premium,2020,Q3-2020
3/17/2022,8/27/2020,AZBL,0.002703,0,NAV,2020,Q3-2020
3/17/2022,8/28/2020,AZBL,0.104907,0.1,Premium,2020,Q3-2020
3/17/2022,8/31/2020,AZBL,0.364015,0.36,Premium,2020,Q3-2020
3/17/2022,9/1/2020,AZBL,0.386739,0.39,Premium,2020,Q3-2020
3/17/2022,9/2/2020,AZBL,0.232769,0.23,Premium,2020,Q3-2020
3/17/2022,9/3/2020,AZBL,-0.098777,-0.1,Discount,2020,Q3-2020
3/17/2022,9/4/2020,AZBL,0.039302,0.04,Premium,2020,Q3-2020
3/17/2022,9/8/2020,AZBL,0.021499,0.02,Premium,2020,Q3-2020
3/17/2022,9/9/2020,AZBL,0.121962,0.12,Premium,2020,Q3-2020
3/17/2022,9/10/2020,AZBL,0.093262,0.09,Premium,2020,Q3-2020
3/17/2022,9/11/2020,AZBL,0.190317,0.19,Premium,2020,Q3-2020
3/17/2022,9/14/2020,AZBL,0.155797,0.16,Premium,2020,Q3-2020
3/17/2022,9/15/2020,AZBL,0.163375,0.16,Premium,2020,Q3-2020
3/17/2022,9/16/2020,AZBL,0.124694,0.12,Premium,2020,Q3-2020
3/17/2022,9/17/2020,AZBL,-0.445531,-0.45,Discount,2020,Q3-2020
3/17/2022,9/18/2020,AZBL,0.039415,0.04,Premium,2020,Q3-2020
3/17/2022,9/21/2020,AZBL,-0.019181,-0.02,Discount,2020,Q3-2020
3/17/2022,9/22/2020,AZBL,0.215952,0.22,Premium,2020,Q3-2020
3/17/2022,9/23/2020,AZBL,-0.084118,-0.08,Discount,2020,Q3-2020
3/17/2022,9/24/2020,AZBL,0.00275,0,NAV,2020,Q3-2020
3/17/2022,9/25/2020,AZBL,0.161713,0.16,Premium,2020,Q3-2020
3/17/2022,9/28/2020,AZBL,0.103201,0.1,Premium,2020,Q3-2020
3/17/2022,9/29/2020,AZBL,-0.034255,-0.03,Discount,2020,Q3-2020
3/17/2022,9/30/2020,AZBL,0.329052,0.33,Premium,2020,Q3-2020
3/17/2022,10/1/2020,AZBL,0.155217,0.16,Premium,2020,Q4-2020
3/17/2022,10/2/2020,AZBL,0.086509,0.09,Premium,2020,Q4-2020
3/17/2022,10/5/2020,AZBL,0.028685,0.03,Premium,2020,Q4-2020
3/17/2022,10/6/2020,AZBL,0.134292,0.13,Premium,2020,Q4-2020
3/17/2022,10/7/2020,AZBL,0.163046,0.16,Premium,2020,Q4-2020
3/17/2022,10/8/2020,AZBL,0.042078,0.04,Premium,2020,Q4-2020
3/17/2022,10/9/2020,AZBL,0.021539,0.02,Premium,2020,Q4-2020
3/17/2022,10/12/2020,AZBL,0.018001,0.02,Premium,2020,Q4-2020
3/17/2022,10/13/2020,AZBL,0.192436,0.19,Premium,2020,Q4-2020
3/17/2022,10/14/2020,AZBL,0.087589,0.09,Premium,2020,Q4-2020
3/17/2022,10/15/2020,AZBL,0.043422,0.04,Premium,2020,Q4-2020
3/17/2022,10/16/2020,AZBL,0.341953,0.34,Premium,2020,Q4-2020
3/17/2022,10/19/2020,AZBL,0.100459,0.1,Premium,2020,Q4-2020
3/17/2022,10/20/2020,AZBL,0.186461,0.19,Premium,2020,Q4-2020
3/17/2022,10/21/2020,AZBL,0.031214,0.03,Premium,2020,Q4-2020
3/17/2022,10/22/2020,AZBL,0.202977,0.2,Premium,2020,Q4-2020
3/17/2022,10/23/2020,AZBL,0.096135,0.1,Premium,2020,Q4-2020
3/17/2022,10/26/2020,AZBL,0.06844,0.07,Premium,2020,Q4-2020
3/17/2022,10/27/2020,AZBL,0.111102,0.11,Premium,2020,Q4-2020
3/17/2022,10/28/2020,AZBL,0.124215,0.12,Premium,2020,Q4-2020
3/17/2022,10/29/2020,AZBL,0.318592,0.32,Premium,2020,Q4-2020
3/17/2022,10/30/2020,AZBL,0.296717,0.3,Premium,2020,Q4-2020
3/17/2022,11/2/2020,AZBL,0.065837,0.07,Premium,2020,Q4-2020
3/17/2022,11/3/2020,AZBL,0.281419,0.28,Premium,2020,Q4-2020
3/17/2022,11/4/2020,AZBL,0.078416,0.08,Premium,2020,Q4-2020
3/17/2022,11/5/2020,AZBL,0.083853,0.08,Premium,2020,Q4-2020
3/17/2022,11/6/2020,AZBL,0.146991,0.15,Premium,2020,Q4-2020
3/17/2022,11/9/2020,AZBL,0.170491,0.17,Premium,2020,Q4-2020
3/17/2022,11/10/2020,AZBL,0.106,0.11,Premium,2020,Q4-2020
3/17/2022,11/11/2020,AZBL,0.167898,0.17,Premium,2020,Q4-2020
3/17/2022,11/12/2020,AZBL,0.057232,0.06,Premium,2020,Q4-2020
3/17/2022,11/13/2020,AZBL,0.123539,0.12,Premium,2020,Q4-2020
3/17/2022,11/16/2020,AZBL,0.123793,0.12,Premium,2020,Q4-2020
3/17/2022,11/17/2020,AZBL,0.085066,0.09,Premium,2020,Q4-2020
3/17/2022,11/18/2020,AZBL,0.205628,0.21,Premium,2020,Q4-2020
3/17/2022,11/19/2020,AZBL,0.220767,0.22,Premium,2020,Q4-2020
3/17/2022,11/20/2020,AZBL,0.234305,0.23,Premium,2020,Q4-2020
3/17/2022,11/23/2020,AZBL,0.1266,0.13,Premium,2020,Q4-2020
3/17/2022,11/24/2020,AZBL,0.129285,0.13,Premium,2020,Q4-2020
3/17/2022,11/25/2020,AZBL,0.104994,0.1,Premium,2020,Q4-2020
3/17/2022,11/27/2020,AZBL,0.247586,0.25,Premium,2020,Q4-2020
3/17/2022,11/30/2020,AZBL,0.0834,0.08,Premium,2020,Q4-2020
3/17/2022,12/1/2020,AZBL,0.185494,0.19,Premium,2020,Q4-2020
3/17/2022,12/2/2020,AZBL,0.162712,0.16,Premium,2020,Q4-2020
